Cust#,Customer Name,State,AE#,Gross Demand#,Gross Demand$,Gross Shipped$,Gross Shipped Countt,Discount$,Discount%,Net_Shipped$,GP%,mean_price
17359,WILD ROOTS MKT,CA,3,5,$27,$27,5,$4,13.0%,$23,47.4%,4.698
C10920,J P FOODS INC.,CA,3,10,$54,$54,10,$7,13.0%,$47,47.4%,4.698
13256,LOCATEL HEALTH & WELLNESS,FL,16,31,$167,$167,31,$22,13.0%,$146,47.1%,4.698064516
14057,HARVEST MOON HEALTH FOODS,UT,5,6,$32,$32,6,$4,13.0%,$28,47.2%,4.698333333
C00991,LAKE SHORE NATURAL FOODS,CA,3,6,$32,$32,6,$4,13.0%,$28,47.2%,4.698333333
14249,GRASSROOTS NATURAL MKT,FL,16,12,$65,$65,12,$8,13.0%,$56,47.2%,4.698333333
N11692,COMMUN. MERCANTILE COOP,KS,6,12,$65,$65,12,$8,13.0%,$56,47.3%,4.698333333
16127,ELK GROVE VITAMINS,CA,3,2,$11,$11,2,$1,13.0%,$9,47.5%,4.7
17108,CAMERON PARK VITAMINS,CA,3,2,$11,$11,2,$1,13.0%,$9,47.5%,4.7
C03821,VAN'S HEALTH FOODS,CA,3,2,$11,$11,2,$1,13.0%,$9,47.5%,4.7
14534,WHITESTONE VITAMINS & HC,OR,2,3,$16,$16,3,$2,13.0%,$14,47.5%,4.7
N12598,MAMA JEANS NATURAL MKT,MO,8,3,$16,$16,3,$2,13.0%,$14,47.0%,4.7
N04391,NEW PIONEER,IA,7,4,$22,$22,4,$3,12.8%,$19,47.5%,4.71
N06074,TASTE OF NATURE,PA,12,11,$59,$59,11,$8,12.7%,$52,47.1%,4.712727273
N05375,KATE'S,VA,11,4,$22,$22,4,$3,12.2%,$19,47.8%,4.74
C11318,CHICO NATURAL FOODS,CA,3,11,$59,$59,11,$7,12.0%,$52,47.9%,4.751818182
N08862,VALUE NUTRITION CENTER,NY,13,7,$38,$38,7,$4,11.7%,$33,47.8%,4.767142857
15927,HEALTHY HABITS OF LL LLC,FL,15,16,$86,$86,16,$10,11.5%,$76,48.2%,4.77875
15325,THE TRUCK PATCH,AR,6,11,$59,$59,11,$7,11.2%,$53,48.4%,4.796363636
16699,NEW SEASONS @ UNIVERSITY,OR,2,11,$59,$59,11,$6,10.9%,$53,48.4%,4.810909091
16614,KING SOOPERS 126,CO,50,14,$76,$76,14,$8,10.7%,$68,48.3%,4.821428571
16957,EATS NATURAL FOODS,VA,11,8,$43,$43,8,$5,10.5%,$39,48.5%,4.83375
15584,ST. CLOUD HEALTH FOODS,FL,16,1,$5,$5,1,$1,10.0%,$5,49.2%,4.86
14029,TOUCAN MARKET,NM,5,2,$11,$11,2,$1,10.0%,$10,49.1%,4.86
16241,TOTAL HEALTH LLC,ID,2,2,$11,$11,2,$1,10.0%,$10,48.7%,4.86
17231,MARKET 5-ONE-5,CA,3,2,$11,$11,2,$1,10.0%,$10,49.0%,4.86
17302,NATURES CUPBOARD,SC,10,2,$11,$11,2,$1,10.0%,$10,48.4%,4.86
N03127,HEALTHWORKS,NJ,17,2,$11,$11,2,$1,10.0%,$10,49.0%,4.86
N04562,TASTEBUDS NATURAL FOODS,NY,13,2,$11,$11,2,$1,10.0%,$10,49.2%,4.86
17120,JOROBS NATURALS LLC,PA,12,3,$16,$16,3,$2,10.0%,$15,49.2%,4.86
C01122,MOSES KOUNTRY STORE,NM,5,3,$16,$16,3,$2,10.0%,$15,49.2%,4.86
N03294,HEALTH FOODS OF ROCHESTER,MI,9,3,$16,$16,3,$2,10.0%,$15,49.2%,4.86
N04797,HEALTH HUT,WI,7,3,$16,$16,3,$2,10.0%,$15,49.2%,4.86
15375,GARNERS NATURAL LIFE(COL),SC,10,4,$22,$22,4,$2,10.0%,$19,49.2%,4.86
17418,GARNERS NATURAL LEXINGTON,SC,10,4,$22,$22,4,$2,10.0%,$19,49.0%,4.86
17438,MAR-VAL FOOD STORES #4,CA,3,4,$22,$22,4,$2,10.0%,$19,49.2%,4.86
16583,GARNERS NATURAL LIFE,SC,10,5,$27,$27,5,$3,10.0%,$24,48.9%,4.86
C05594,HEALTH STYLES MARKET,WY,2,6,$32,$32,6,$3,10.0%,$29,49.1%,4.86
N06050,GARNER'S NATURAL FOODS,SC,10,7,$38,$38,7,$4,10.0%,$34,49.2%,4.86
C11427,THE HERB SHOP,OR,2,8,$43,$43,8,$4,10.0%,$39,49.1%,4.86
N02193,GRANARY,FL,16,8,$43,$43,8,$4,10.0%,$39,42.7%,4.86
N01709,HEALTH UNLIMITED,GA,10,9,$49,$49,9,$5,10.0%,$44,43.5%,4.86
13170,ISLAND NATURAL MKT.,GA,10,15,$81,$81,15,$8,10.0%,$73,48.9%,4.86
N01959,THE HEALTH TREE,NJ,17,15,$81,$81,15,$8,10.0%,$73,49.1%,4.86
N02630,JUNAS NATURAL FOODS,PA,12,15,$81,$81,15,$8,10.0%,$73,49.0%,4.86
16116,GREENLANDS STORES LLC,FL,16,16,$86,$86,16,$9,10.0%,$78,49.0%,4.86
N02631,FEGERS HEALTH FOODS,FL,15,18,$97,$97,18,$10,10.0%,$87,49.1%,4.86
16162,MISSISSIPPI MKT CO-OP,MN,7,23,$124,$124,23,$12,10.0%,$112,49.0%,4.86
15304,WYNN'S FAMILY MKT,FL,16,38,$205,$205,38,$20,9.8%,$185,49.1%,4.868684211
N04205,RAISIN RACK,OH,9,7,$38,$38,7,$3,8.6%,$35,49.9%,4.937142857
16186,THE COMMON BOND MARKET,CT,17,1,$5,$5,1,$0,7.0%,$5,50.0%,5.02
17060,SUMMER DAY MARKET,FL,16,2,$11,$11,2,$1,7.0%,$10,50.8%,5.02
17173,MBBF LLC. DBA EMPIRE HF,NJ,17,2,$11,$11,2,$1,7.0%,$10,50.6%,5.02
17452,NATURES CORNER NAT MKT,NJ,17,2,$11,$11,2,$1,7.0%,$10,50.6%,5.02
N05689,DAVIDS NATURAL MARKET,MD,11,2,$11,$11,2,$1,7.0%,$10,50.6%,5.02
N12402,TIFFANY NATURAL PHARMACY,NJ,17,2,$11,$11,2,$1,7.0%,$10,50.8%,5.02
N07287,NATURAL PROVISIONS,VT,14,5,$27,$27,5,$2,7.0%,$25,50.6%,5.02
N12769,"THE JUNGLE ORGANIC, LLC",FL,16,8,$43,$43,8,$3,7.0%,$40,50.8%,5.02125
17228,HERBALLY GROUNDED,NV,5,6,$32,$32,6,$2,7.0%,$30,50.6%,5.021666667
N05965,FOODWORKS # 1,CT,17,6,$32,$32,6,$2,7.0%,$30,50.7%,5.021666667
17132,ORCAS FOOD COOP,WA,1,12,$65,$65,12,$5,7.0%,$60,50.0%,5.021666667
N01135,NATURAL FOOD PROD. SHOPPE,FL,16,18,$97,$97,18,$7,7.0%,$90,50.7%,5.021666667
C03164,FREMONT NATURAL FOODS,CA,3,5,$27,$27,5,$2,7.0%,$25,50.7%,5.022
N00079,FAMILY NUTRITION CENTER,WI,7,30,$162,$162,30,$11,7.0%,$151,50.8%,5.022
16948,BUY FOR LE$$,OK,6,19,$103,$103,19,$7,7.0%,$95,50.7%,5.022105263
N01946,FOOD LIBERATION,NY,13,14,$76,$76,14,$5,7.0%,$70,50.7%,5.022142857
N02361,ORGANICA NATURAL FOODS,NJ,17,9,$49,$49,9,$3,7.0%,$45,50.8%,5.022222222
N12705,DIANE'S NATURAL MARKET,FL,16,22,$119,$119,22,$8,7.0%,$110,50.6%,5.022272727
N07176,TONY'S COUNTRY LIFE FDSII,NY,13,21,$113,$113,21,$8,7.0%,$105,50.6%,5.022380952
N00102,HALE'S HEALTH FOODS,FL,16,4,$22,$22,4,$2,7.0%,$20,50.6%,5.0225
N12280,RAINBOW BLOSSOM SPRNGHRST,KY,8,4,$22,$22,4,$2,7.0%,$20,50.8%,5.0225
N00605,LARRABEE HERBS & NATL.FDS,IL,8,8,$43,$43,8,$3,7.0%,$40,50.8%,5.0225
N02003,ORGANIC FOOD CENTER,FL,16,8,$43,$43,8,$3,7.0%,$40,50.5%,5.0225
13768,FRESH & NATURAL FOODS,MN,7,12,$65,$65,12,$5,7.0%,$60,50.6%,5.0225
N06589,LAKE NUTRITION II,FL,16,7,$38,$38,7,$3,7.0%,$35,50.4%,5.022857143
17177,NATURE'S OWN,MO,6,3,$16,$16,3,$1,7.0%,$15,50.6%,5.023333333
C00218,NATURAL NUTRITION,NV,5,3,$16,$16,3,$1,7.0%,$15,50.0%,5.023333333
C03652,HEALTH UNLIMITED,CA,3,3,$16,$16,3,$1,7.0%,$15,50.6%,5.023333333
N05168,NEW MORNING,ME,14,3,$16,$16,3,$1,7.0%,$15,50.8%,5.023333333
N05876,FOR GOODNESS SAKES #2,FL,16,3,$16,$16,3,$1,7.0%,$15,50.6%,5.023333333
N07477,HEALTH BAY,NY,13,3,$16,$16,3,$1,7.0%,$15,50.0%,5.023333333
15594,JOSEPH PHARMACY,NY,13,6,$32,$32,6,$2,7.0%,$30,50.7%,5.023333333
13578,EVERGREEN NUTRITION,OR,2,3,$16,$16,3,$1,5.0%,$15,51.9%,5.13
13844,"HOUSE OF HEALTH EDEN, INC",NC,10,9,$49,$49,9,$2,5.0%,$46,51.8%,5.13
N05043,HONEY & SPICE,AL,10,12,$65,$65,12,$3,5.0%,$62,51.4%,5.13
17204,NATURAL HEALTH STORE BV,,75,19,$101,$101,19,$0,0.0%,$101,53.7%,5.336842105
12926,HEALTH CARE PHARMACY,,75,3,$16,$16,3,$0,0.0%,$16,54.1%,5.4
17540,PCC MARKET - CENTRAL DIST,WA,1,6,$32,$32,6,$0,0.0%,$32,54.1%,5.4
17548,KING SOOPERS 5,CO,50,7,$38,$38,7,$0,0.0%,$38,53.8%,5.4
C05459,CLARK'S MARKET - PUPPY ST,CO,5,12,$65,$65,12,$0,0.0%,$65,54.3%,5.4
C11023,CLARK'S MARKET-TELLURIDE,UT,5,7,$38,$38,7,$0,0.0%,$38,54.2%,5.4
16426,CLARKS MARKET - SNOWMASS,UT,5,18,$97,$97,18,$0,0.0%,$97,54.2%,5.4
17063,DANDELION BOTANICAL CO,WA,1,2,$11,$11,2,$0,0.0%,$11,54.3%,5.4
C04033,SARA'S HEALTH FOOD,TX,6,10,$54,$54,10,$0,0.0%,$54,54.1%,5.4
C04135,CACTUS FLATS,AK,1,4,$22,$22,4,$0,0.0%,$22,54.3%,5.4
C10686,CLARKS MGT CO,UT,5,13,$70,$70,13,$0,0.0%,$70,54.2%,5.4
17516,eCommerce Orders (D2C),NY,20,12,$65,$65,12,-$54,-83.2%,$119,74.6%,9.890833333
16448,RALPHS (KROGER DIVISION),CA,50,0,$0,$0,0,$0,#DIV/0!,$0,0.0%,#DIV/0!
